"# Tm","Pos","Player","Age","Tm","Pts Won","Pts Max","Share","1st Tm","2nd Tm","3rd Tm","G","MP","PTS","TRB","AST","STL","BLK","FG%","3P%","FT%","WS","WS/48","avg_PTS","avg_AST","avg_TRB","avg_STL","avg_BLK","avg_WS","norm_PTS","norm_AST","norm_TRB","norm_STL","norm_BLK","norm_WS","MVP_index","Year"
"1st","C","Shaquille O'Neal",32,"MIA",616,620,0.994,122,NA,NA,73,34.1,22.9,10.4,2.7,0.5,2.3,0.601,NA,0.461,11,0.211,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.12953611274222,0.667451442024721,1.54455445544554,0.398481973434535,2.52879581151832,1.17288651942117,1.9252911209698,2005
"1st","G","Steve Nash",30,"PHO",606,620,0.977,118,NA,NA,75,34.3,15.5,3.3,11.5,1,0.1,0.502,0.431,0.887,10.9,0.203,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.764533176746917,2.84284873454974,0.49009900990099,0.79696394686907,0.109947643979058,1.16222391469916,1.7098882237999,2005
"1st","F","Tim Duncan",28,"SAS",553,620,0.892,95,NA,NA,66,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.00129183793306,0.667451442024721,1.64851485148515,0.557874762808349,2.8586387434555,1.19421172886519,1.90080815368008,2005
"1st","F","Dirk Nowitzki",26,"DAL",510,620,0.823,75,NA,NA,78,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.28737522019965,0.766333137139494,1.44059405940594,0.956356736242884,1.64921465968586,1.66336633663366,2.091694065384,2005
"1st","G","Allen Iverson",29,"PHI",498,620,0.803,69,NA,NA,75,42.3,30.7,4,7.9,2.4,0.1,0.424,0.308,0.835,9,0.136,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.5142689371697,1.95291347851677,0.594059405940594,1.91271347248577,0.109947643979058,0.95963442498096,2.19436964624373,2005
"2nd","F","LeBron James",20,"CLE",421,620,0.679,45,NA,NA,80,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.34163241338814,1.77987051206592,1.0990099009901,1.75332068311195,0.769633507853403,1.52475247524752,2.27403432435818,2005
"2nd","G","Dwyane Wade",23,"MIA",417,620,0.673,35,NA,NA,77,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11,0.177,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.18872577803876,1.68098881695115,0.772277227722772,1.27514231499051,1.20942408376963,1.17288651942117,1.98868675138867,2005
"2nd","F","Kevin Garnett",28,"MIN",408,620,0.658,34,NA,NA,82,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.09500880798591,1.40906415538552,2.0049504950495,1.19544592030361,1.53926701570681,1.71667936024372,2.26048390663508,2005
"2nd","C","Amar'e Stoudemire",22,"PHO",367,620,0.592,9,NA,NA,80,36.1,26,8.9,1.6,1,1.6,0.559,0.188,0.733,14.6,0.243,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.2824427480916,0.395526780459094,1.32178217821782,0.79696394686907,1.75916230366492,1.55674028941356,1.94440510660794,2005
"2nd","G","Ray Allen",29,"SEA",177,620,0.285,1,NA,NA,78,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,10.7,0.168,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.17886083382267,0.914655679811654,0.653465346534653,0.876660341555977,0.109947643979058,1.14089870525514,1.60491452798648,2005
"3rd","F","Tracy McGrady",25,"HOU",264,620,0.426,15,NA,NA,78,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12,0.18,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.26764533176747,1.40906415538552,0.920792079207921,1.35483870967742,0.769633507853403,1.27951256664128,2.00095443081161,2005
"3rd","F","Shawn Marion",26,"PHO",134,620,0.216,0,NA,NA,81,38.8,19.4,11.3,1.9,2,1.5,0.476,0.334,0.833,12.5,0.191,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.956899588960658,0.469688051795174,1.67821782178218,1.59392789373814,1.64921465968586,1.33282559025133,1.82673423344296,2005
"3rd","G","Kobe Bryant",26,"LAL",108,620,0.174,1,NA,NA,66,40.7,27.6,5.9,6,1.3,0.8,0.433,0.339,0.816,8.1,0.145,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.36136230182032,1.4832254267216,0.876237623762376,1.03605313092979,0.879581151832461,0.863670982482864,2.0000696797259,2005
"3rd","C","Ben Wallace",30,"DET",105,620,0.169,0,NA,NA,74,36.1,9.7,12.2,1.7,1.4,2.4,0.453,0.111,0.428,8.5,0.153,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.478449794480329,0.420247204237787,1.81188118811881,1.1157495256167,2.63874345549738,0.906321401370906,1.45218944199046,2005
"3rd","G","Gilbert Arenas",23,"WAS",104,620,0.168,1,NA,NA,80,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.25778038755138,1.26074161271336,0.698019801980198,1.35483870967742,0.329842931937173,1.22619954303123,1.84831275933064,2005
"ORV","C","Yao Ming",24,"HOU",82,620,0.132,0,NA,NA,80,30.6,18.3,8.4,0.8,0.4,2,0.552,NA,0.783,10.7,0.21,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.902642395772167,0.197763390229547,1.24752475247525,0.318785578747628,2.19895287958115,1.14089870525514,1.50634460391508,2005
"ORV","F","Vince Carter",28,"TOT",63,620,0.102,0,NA,NA,77,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.20845566647093,1.03825779870512,0.772277227722772,1.1157495256167,0.659685863874346,1.002284843869,1.74728455531317,2005
"ORV","G","Jason Kidd",31,"NJN",16,620,0.026,0,NA,NA,66,36.9,14.4,7.4,8.3,1.9,0.1,0.398,0.36,0.74,7.2,0.143,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.710275983558426,2.05179517363155,1.0990099009901,1.51423149905123,0.109947643979058,0.767707539984768,1.6334961008029,2005
"ORV","F","Paul Pierce",27,"BOS",15,620,0.024,0,NA,NA,82,36.1,21.6,6.6,4.2,1.6,0.5,0.455,0.37,0.822,11.2,0.182,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.06541397533764,1.03825779870512,0.98019801980198,1.27514231499051,0.549738219895288,1.19421172886519,1.71856494771525,2005
"ORV","C","Marcus Camby",30,"DEN",14,620,0.023,0,NA,NA,66,30.5,10.3,10,2.3,0.9,3,0.465,0,0.723,5.8,0.138,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.508044627128597,0.568569746909947,1.48514851485149,0.717267552182163,3.29842931937173,0.618431073876618,1.41419961538012,2005
"ORV","F","Rashard Lewis",25,"SEA",13,620,0.021,0,NA,NA,71,38,20.5,5.5,1.3,1.1,0.9,0.462,0.4,0.777,8.4,0.15,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.01115678214915,0.321365509123014,0.816831683168317,0.876660341555977,0.989528795811518,0.895658796648896,1.41444245702624,2005
"ORV","G","Manu Ginóbili",27,"SAS",12,620,0.019,0,NA,NA,74,29.6,16,4.4,3.9,1.6,0.4,0.471,0.376,0.803,11,0.24,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.78919553728714,0.964096527369041,0.653465346534653,1.27514231499051,0.43979057591623,1.17288651942117,1.38317316530949,2005
"ORV","C","Zydrunas Ilgauskas",29,"CLE",11,620,0.018,0,NA,NA,78,33.5,16.9,8.6,1.3,0.7,2.1,0.468,0.286,0.799,8.1,0.149,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.833587786259542,0.321365509123014,1.27722772277228,0.557874762808349,2.30890052356021,0.863670982482864,1.48274671299074,2005
"ORV","C","Jermaine O'Neal",26,"IND",8,620,0.013,0,NA,NA,44,34.8,24.3,8.8,1.9,0.6,2,0.452,0.167,0.754,3.8,0.118,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.19859072225484,0.469688051795174,1.30693069306931,0.478178368121442,2.19895287958115,0.405178979436405,1.73151723570572,2005
"ORV","G","Tony Parker",22,"SAS",7,620,0.011,0,NA,NA,80,34.2,16.6,3.7,6.1,1.2,0.1,0.482,0.276,0.65,8.1,0.141,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.818790369935408,1.50794585050029,0.54950495049505,0.956356736242884,0.109947643979058,0.863670982482864,1.40557608159179,2005
"ORV","G","Mike Bibby",26,"SAC",6,620,0.01,0,NA,NA,80,38.6,19.6,4.2,6.8,1.6,0.4,0.443,0.36,0.775,8.5,0.133,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.966764533176747,1.68098881695115,0.623762376237624,1.27514231499051,0.43979057591623,0.906321401370906,1.6570409241349,2005
"ORV","F","Elton Brand",25,"LAC",6,620,0.01,0,NA,NA,81,37,20,9.5,2.6,0.8,2.1,0.503,0,0.752,10.6,0.169,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.986494421608925,0.642731018246027,1.41089108910891,0.637571157495256,2.30890052356021,1.13023610053313,1.76678364731139,2005
"ORV","F","Grant Hill",32,"ORL",6,620,0.01,0,NA,NA,67,34.9,19.7,4.7,3.3,1.4,0.4,0.509,0.231,0.821,6.6,0.136,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.971697005284791,0.815773984696881,0.698019801980198,1.1157495256167,0.43979057591623,0.703731911652704,1.4169198477983,2005
"ORV","F","Carmelo Anthony",20,"DEN",5,620,0.008,0,NA,NA,75,34.8,20.8,5.7,2.6,0.9,0.4,0.431,0.266,0.796,4.9,0.09,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.02595419847328,0.642731018246027,0.846534653465347,0.717267552182163,0.43979057591623,0.522467631378522,1.38715573422309,2005
"ORV","F","Antawn Jamison",28,"WAS",5,620,0.008,0,NA,NA,68,38.3,19.6,7.6,2.3,0.8,0.2,0.437,0.341,0.76,5.4,0.1,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.966764533176747,0.568569746909947,1.12871287128713,0.637571157495256,0.219895287958115,0.575780654988576,1.36984602388429,2005
"ORV","G","Richard Hamilton",26,"DET",3,620,0.005,0,NA,NA,76,38.5,18.7,3.9,4.9,1,0.2,0.44,0.305,0.858,7.4,0.121,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.922372284204345,1.21130076515597,0.579207920792079,0.79696394686907,0.219895287958115,0.789032749428789,1.40556583474753,2005
"ORV","F","Tayshaun Prince",24,"DET",3,620,0.005,0,NA,NA,82,37.1,14.7,5.3,3,0.7,0.9,0.487,0.341,0.807,9.4,0.149,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.72507339988256,0.7416127133608,0.787128712871287,0.557874762808349,0.989528795811518,1.002284843869,1.26732715890641,2005
"ORV","G","Chauncey Billups",28,"DET",2,620,0.003,0,0,2,80,35.8,16.5,3.4,5.8,1,0.1,0.442,0.426,0.898,12.1,0.202,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.813857897827363,1.43378457916421,0.504950495049505,0.79696394686907,0.109947643979058,1.29017517136329,1.41998752160463,2005
"ORV","F","Chris Bosh",20,"TOR",2,620,0.003,0,0,2,81,37.2,16.8,8.9,1.9,0.9,1.4,0.471,0.3,0.76,6.8,0.108,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.828655314151497,0.469688051795174,1.32178217821782,0.717267552182163,1.53926701570681,0.725057121096725,1.44520383377785,2005
"ORV","G","Stephon Marbury",27,"NYK",2,620,0.003,0,0,2,82,40,21.7,3,8.1,1.5,0.1,0.462,0.354,0.834,11.7,0.171,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.07034644744568,2.00235432607416,0.445544554455446,1.19544592030361,0.109947643979058,1.24752475247525,1.7859199473885,2005
"ORV","G","Reggie Miller",39,"IND",2,620,0.003,0,0,2,66,31.9,14.8,2.4,2.2,0.8,0.1,0.437,0.322,0.933,6.6,0.151,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.730005871990605,0.543849323131254,0.356435643564356,0.637571157495256,0.109947643979058,0.703731911652704,0.989387606161723,2005
"ORV","G","Michael Redd",25,"MIL",2,620,0.003,0,0,2,75,38,23,4.2,2.3,0.8,0.1,0.441,0.355,0.854,6.2,0.105,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.13446858485026,0.568569746909947,0.623762376237624,0.637571157495256,0.109947643979058,0.661081492764661,1.37957200272923,2005
"ORV","G","Larry Hughes",26,"WAS",1,620,0.002,0,0,1,61,38.7,22,6.3,4.7,2.9,0.3,0.43,0.282,0.777,7.7,0.157,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.08514386376982,1.16185991759859,0.935643564356436,2.3111954459203,0.329842931937173,0.821020563594821,1.77974788382958,2005
"ORV","G","Corey Maggette",25,"LAC",1,620,0.002,0,0,1,66,36.9,22.2,6,3.4,1.1,0.1,0.431,0.304,0.857,8.1,0.16,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,1.09500880798591,0.840494408475574,0.891089108910891,0.876660341555977,0.109947643979058,0.863670982482864,1.53711437166127,2005
"ORV","F","Kenyon Martin",27,"DEN",1,620,0.002,0,0,1,70,32.5,15.5,7.3,2.4,1.4,1.1,0.49,0,0.646,5.3,0.111,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.764533176746917,0.59329017068864,1.08415841584158,1.1157495256167,1.20942408376963,0.565118050266565,1.34827375650871,2005
"ORV","C","Brad Miller",28,"SAC",1,620,0.002,0,0,1,56,37.3,15.6,9.3,3.9,1.2,1.2,0.524,0.263,0.812,8.6,0.198,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.769465648854962,0.964096527369041,1.38118811881188,0.956356736242884,1.31937172774869,0.916984006092917,1.56701412794229,2005
"ORV","F","Peja Stojaković",27,"SAC",1,620,0.002,0,0,1,66,38.4,20.1,4.3,2.1,1.2,0.2,0.444,0.402,0.92,7.3,0.137,20.2738095238095,4.0452380952381,6.73333333333333,1.2547619047619,0.90952380952381,9.37857142857143,0.99142689371697,0.51912889935256,0.638613861386139,0.956356736242884,0.219895287958115,0.778370144706778,1.31695792928437,2005
"1st","F","LeBron James",21,"CLE",610,630,0.968,116,NA,NA,79,42.5,31.4,7,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,20.5325,4.2,7.17,1.135,0.985,10.36,1.52928284427128,1.57142857142857,0.97629009762901,1.40969162995595,0.812182741116751,1.57335907335907,2.31854724079255,2006
"1st","G","Kobe Bryant",27,"LAL",597,630,0.948,110,NA,NA,80,41,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,20.5325,4.2,7.17,1.135,0.985,10.36,1.72409594545233,1.07142857142857,0.739191073919107,1.58590308370044,0.406091370558376,1.47683397683398,2.25265620964976,2006
"1st","F","Dirk Nowitzki",27,"DAL",584,630,0.927,105,NA,NA,81,38.1,26.6,9,2.8,0.7,1,0.48,0.406,0.901,17.7,0.275,20.5325,4.2,7.17,1.135,0.985,10.36,1.29550712285401,0.666666666666667,1.25523012552301,0.616740088105727,1.01522842639594,1.70849420849421,1.93635087905493,2006
"1st","G","Steve Nash",31,"PHO",583,630,0.925,106,NA,NA,79,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,20.5325,4.2,7.17,1.135,0.985,10.36,0.915621575550956,2.5,0.585774058577406,0.704845814977974,0.203045685279188,1.1969111969112,1.77426660464751,2006
"1st","C","Shaquille O'Neal",33,"MIA",402,630,0.638,45,NA,NA,59,30.6,20,9.2,1.9,0.4,1.8,0.6,NA,0.469,6.2,0.164,20.5325,4.2,7.17,1.135,0.985,10.36,0.974065505905272,0.452380952380952,1.28312412831241,0.352422907488987,1.82741116751269,0.598455598455598,1.52088042216607,2006
"2nd","G","Chauncey Billups",29,"DET",378,630,0.6,21,NA,NA,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,20.5325,4.2,7.17,1.135,0.985,10.36,0.901010592962377,2.04761904761905,0.432357043235704,0.79295154185022,0.101522842639594,1.496138996139,1.65467078495342,2006
"2nd","G","Dwyane Wade",24,"MIA",373,630,0.592,13,NA,NA,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,20.5325,4.2,7.17,1.135,0.985,10.36,1.32472908803117,1.5952380952381,0.794979079497908,1.67400881057269,0.812182741116751,1.38996138996139,2.11445092777209,2006
"2nd","C","Ben Wallace",31,"DET",363,630,0.576,44,NA,NA,82,35.2,7.3,11.3,1.9,1.8,2.2,0.51,0,0.416,10.1,0.168,20.5325,4.2,7.17,1.135,0.985,10.36,0.355533909655424,0.452380952380952,1.57601115760112,1.58590308370044,2.23350253807107,0.974903474903475,1.31970123863253,2006
"2nd","F","Elton Brand",26,"LAC",309,630,0.49,15,NA,NA,79,39.2,24.7,10,2.6,1,2.5,0.527,0.333,0.775,14.8,0.229,20.5325,4.2,7.17,1.135,0.985,10.36,1.20297089979301,0.619047619047619,1.39470013947001,0.881057268722467,2.53807106598985,1.42857142857143,2.02201220722076,2006
"2nd","F","Tim Duncan",29,"SAS",277,630,0.44,17,NA,NA,80,34.8,18.6,11,3.2,0.9,2,0.484,0.4,0.629,10.8,0.187,20.5325,4.2,7.17,1.135,0.985,10.36,0.905880920491903,0.761904761904762,1.53417015341702,0.79295154185022,2.03045685279188,1.04247104247104,1.73743496105883,2006
"3rd","F","Shawn Marion",27,"PHO",270,630,0.429,4,NA,NA,81,40.3,21.8,11.8,1.8,2,1.7,0.525,0.331,0.809,14.6,0.214,20.5325,4.2,7.17,1.135,0.985,10.36,1.06173140143675,0.428571428571429,1.64574616457462,1.76211453744493,1.7258883248731,1.40926640926641,1.92815476705767,2006
"3rd","C","Yao Ming",25,"HOU",261,630,0.414,30,NA,NA,57,34.2,22.3,10.2,1.5,0.5,1.6,0.519,0,0.853,8.6,0.211,20.5325,4.2,7.17,1.135,0.985,10.36,1.08608303908438,0.357142857142857,1.42259414225941,0.440528634361233,1.6243654822335,0.83011583011583,1.64480746729492,2006
"3rd","G","Allen Iverson",30,"PHI",104,630,0.165,1,NA,NA,72,43.1,33,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,20.5325,4.2,7.17,1.135,0.985,10.36,1.6072080847437,1.76190476190476,0.446304044630405,1.67400881057269,0.101522842639594,1.02316602316602,2.16884673822488,2006
"3rd","F","Carmelo Anthony",21,"DEN",97,630,0.154,0,NA,NA,80,36.8,26.5,4.9,2.7,1.1,0.5,0.481,0.243,0.808,9.4,0.153,20.5325,4.2,7.17,1.135,0.985,10.36,1.29063679532449,0.642857142857143,0.683403068340307,0.969162995594714,0.50761421319797,0.907335907335907,1.64785259603861,2006
"3rd","G","Gilbert Arenas",24,"WAS",79,630,0.125,0,NA,NA,80,42.3,29.3,3.5,6.1,2,0.3,0.447,0.369,0.82,13.6,0.193,20.5325,4.2,7.17,1.135,0.985,10.36,1.42700596615122,1.45238095238095,0.488145048814505,1.76211453744493,0.304568527918782,1.31274131274131,2.03031577666741,2006
"ORV","F","Kevin Garnett",29,"MIN",94,630,0.149,0,NA,NA,76,38.9,21.8,12.7,4.1,1.4,1.4,0.526,0.267,0.81,14.9,0.242,20.5325,4.2,7.17,1.135,0.985,10.36,1.06173140143675,0.976190476190476,1.77126917712692,1.23348017621145,1.42131979695431,1.43822393822394,2.01746362252891,2006
"ORV","G","Tony Parker",23,"SAS",66,630,0.105,0,NA,NA,80,33.9,18.9,3.3,5.8,1,0.1,0.548,0.306,0.707,9.6,0.169,20.5325,4.2,7.17,1.135,0.985,10.36,0.920491903080482,1.38095238095238,0.460251046025105,0.881057268722467,0.101522842639594,0.926640926640927,1.4339485293411,2006
"ORV","C","Pau Gasol",25,"MEM",49,630,0.078,0,NA,NA,80,39.2,20.4,8.9,4.6,0.6,1.9,0.503,0.25,0.689,12,0.184,20.5325,4.2,7.17,1.135,0.985,10.36,0.993546816023378,1.0952380952381,1.24128312412831,0.52863436123348,1.92893401015228,1.15830115830116,1.79846976854405,2006
"ORV","F","Vince Carter",29,"NJN",47,630,0.075,0,NA,NA,79,36.8,24.2,5.8,4.3,1.2,0.7,0.43,0.341,0.799,9.3,0.153,20.5325,4.2,7.17,1.135,0.985,10.36,1.17861926214538,1.02380952380952,0.808926080892608,1.05726872246696,0.710659898477157,0.897683397683398,1.71252468263876,2006
"ORV","F","Paul Pierce",28,"BOS",29,630,0.046,0,NA,NA,79,39,26.8,6.7,4.7,1.4,0.4,0.471,0.354,0.772,11.5,0.178,20.5325,4.2,7.17,1.135,0.985,10.36,1.30524777791306,1.11904761904762,0.934449093444909,1.23348017621145,0.406091370558376,1.11003861003861,1.88803534663636,2006
"ORV","G","Jason Kidd",32,"NJN",20,630,0.032,0,NA,NA,80,37.2,13.3,7.3,8.4,1.9,0.4,0.404,0.352,0.795,10.1,0.163,20.5325,4.2,7.17,1.135,0.985,10.36,0.647753561427006,2,1.01813110181311,1.67400881057269,0.406091370558376,0.974903474903475,1.62698116394351,2006
"ORV","C","Dwight Howard",20,"ORL",11,630,0.017,0,NA,NA,82,36.8,15.8,12.5,1.5,0.8,1.4,0.531,0,0.595,8.6,0.137,20.5325,4.2,7.17,1.135,0.985,10.36,0.769511749665165,0.357142857142857,1.74337517433752,0.704845814977974,1.42131979695431,0.83011583011583,1.47787284331283,2006
"ORV","C","Marcus Camby",31,"DEN",9,630,0.014,0,NA,NA,56,33.2,12.8,11.9,2.1,1.4,3.3,0.465,0.091,0.712,5.5,0.141,20.5325,4.2,7.17,1.135,0.985,10.36,0.623401923779374,0.5,1.65969316596932,1.23348017621145,3.3502538071066,0.530888030888031,1.57665143348084,2006
